Volume;MaximumRainfallIntensity;Runoff;RunoffVolume;MaximumRunoffIntensity;P-0;HR-1;HR-2;HR-3;HR-4;HR-5;T-1;T-2;T-3;T-4;T-5;PB-1;PB-2;PB-3;PB-4;PB-5;VV-1;VV-2;VV-3;VV-4;VV-5
0.2;0.2;0;0;0;0.2;85;84;84;88;87;3.6;4;3.9;3.4;3.6;947;948;948;948;948;0.33;0.32;0.5;0.12;0.53
0.1;0.1;0;0;0;0.1;87;87;85;84;84;3.2;3.4;3.6;4;3.9;947;947;947;948;948;0.58;0.25;0.33;0.32;0.5
0.4;0.3;0;0;0;0.1;53;49;46;42;36;1.4;1.9;2.8;3.6;5.4;956;956;956;955;955;1.63;1.6;1.83;2.22;2.9
0.8;0.7;0;0;0;0.7;92;90;87;82;79;3;2.9;3;3.2;3.5;944;944;944;945;945;1.97;2.32;3.88;3.15;3.72
0.1;0.1;0;0;0;0.1;85;86;85;81;77;-4.5;-4.6;-4.5;-3.6;-2.6;944;944;944;944;944;0.1;0.07;0.05;0.08;0.52
1.7;1.6;0;0;0;1.6;74;56;50;54;60;0.7;5.3;7.1;5.5;3.1;955;955;955;955;955;0.12;0.45;0.42;0.63;0.83
0.1;0.1;0;0;0;0.1;93;93;93;91;87;-5.6;-4.9;-4.4;-3.5;-2.3;956;956;955;955;955;0.15;0.08;0.07;0.07;0.12
0.1;0.1;0;0;0;0.1;93;91;91;92;90;7;7;7.1;7.1;7.3;945;945;945;945;945;0.67;0.5;0.4;0.75;0.77
0.1;0.1;0;0;0;0.1;70;77;83;92;91;10.5;9.3;8.7;7.6;7.4;943;944;944;944;945;1.83;1.78;1.75;1.25;1.02
0.1;0.1;0;0;0;0.1;91;88;89;87;85;1.7;2.7;2.5;3.1;3.9;955;956;956;956;955;0.02;0.07;0.17;0;0.08
0.1;0.1;0;0;0;0.1;92;94;93;92;91;1.1;0.2;0.6;1.2;1.7;957;956;956;956;955;0.1;0;0.1;0;0.02
0.1;0.1;0;0;0;0.1;53;58;66;74;92;11.5;9.9;7.6;5.4;1.1;957;957;957;957;957;0.93;0.92;1.05;0.38;0.1
0.1;0.1;0;0;0;0.1;75;68;55;49;45;6.2;7.7;10.4;11.8;13.4;957;957;957;957;956;0.02;0.03;0.18;0.63;1.03
0.1;0.1;0;0;0;0.1;80;82;82;83;83;5.4;5.2;5.2;5.1;5;958;958;958;958;958;1.27;0.7;0.62;0.63;0.52
0.4;0.4;0;0;0;0.4;71;71;72;68;66;7.6;7.3;7.1;6.9;6.5;951;951;951;952;952;1.47;1.45;1.32;1.47;1.48
0.3;0.2;0;0;0;0.1;71;70;71;71;72;8;8;7.6;7.3;7.1;951;951;951;951;951;0.78;1.23;1.47;1.45;1.32
7.2;5.2;1;3.1;5.2;1.9;33;30;29;27;24;3.9;5;6.2;7.4;9.8;951;950;949;949;948;3.02;3.3;2.75;2.48;2.6
0.1;0.1;0;0;0;0.1;69;65;61;58;55;15.3;16.2;17;18.1;19.2;948;948;948;948;947;1.33;1.38;1.58;1.58;1.8
10.8;9.8;0;0;0;9.8;29;30;27;22;20;19.6;22.4;23.8;24;23.9;949;948;948;948;949;0.55;1.68;1.93;1.83;2.12
36.8;13.5;1;25.3;13.5;1.3;21;21;24;29;33;18.3;18.5;17.1;15.7;14.4;947;947;947;947;947;2.2;2.43;2.2;1.55;1.68
1;0.4;0;0;0;0.4;29;30;31;33;38;24.2;24.1;23.8;24.1;23;947;947;948;948;949;1.25;2.07;2.28;1.62;1.22
0.1;0.1;0;0;0;0.1;61;67;75;86;90;17.7;16.1;13.8;11.2;10;952;952;952;952;952;1.07;0.55;0.53;0.3;0.02
0.1;0.1;0;0;0;0.1;37;34;32;25;25;21.2;22.4;23.9;26.5;26.5;950;950;950;949;949;0.65;0.37;1.2;1.28;1.82
13.6;11.2;1;0.8;2.1;11.2;43;49;53;56;56;21;18.9;16.9;15.3;15.3;951;951;951;951;951;0.9;1;1.02;1.38;1.35
11.5;5.7;1;4.2;25.032223;0.1;22;25;32;38;43;28.2;27.7;25.9;23.4;21;950;951;951;951;951;1.87;1.42;1.15;0.88;0.9
0.1;0.1;0;0;0;0.1;36;30;26;24;23;20.4;20.5;22.5;24.1;25.9;950;950;950;950;950;0.93;0.28;1.03;1.22;1.83
0.1;0.1;0;0;0;0.1;32;37;43;47;50;25;22.6;20;18.3;17.1;951;951;951;951;951;1.08;1.05;1.28;1.27;1.22
0.1;0.1;0;0;0;0.1;20;19;16;15;16;27.2;28.2;30.4;31.5;31.3;949;948;948;948;949;2.2;2.18;2.45;2.4;2.52
0.1;0.1;0;0;0;0.1;18;16;15;14;13;25.4;27.3;29.6;30.8;31.6;949;949;949;949;949;1.48;1.88;2.75;3.13;3.25
2;1.4;0;0;0;0.6;23;22;23;25;28;25.4;25.7;24.8;24.2;22.8;946;947;947;947;948;1.57;1.48;1.55;2.07;2.15
3.2;3.2;0;0;0;3.2;26;31;41;40;36;28.5;26.4;22.7;22;23.3;951;951;951;951;951;1.05;0.57;0.07;0.2;0.48
0.2;0.2;0;0;0;0.2;19;21;23;25;26;36.3;34.6;32.2;30.6;28.5;951;951;951;952;951;2.22;0.97;0.98;0.75;1.05
0.3;0.3;0;0;0;0.3;27;34;43;41;41;30.7;27.9;24.5;24.9;24.8;945;946;946;947;947;1.22;1.05;1.03;2.13;2.9
1.8;1;0;0;0;0.1;58;57;56;56;64;20.8;18.4;16.9;16.6;16.2;950;950;949;949;949;1.7;1.07;1.18;1.27;0.87
0.1;0.1;0;0;0;0.1;24;27;32;38;43;30.6;29.8;29.2;27.8;26.5;948;949;949;949;950;1.67;1.77;1.25;1.23;1.22
0.1;0.1;0;0;0;0.1;22;21;24;27;32;30.5;31.2;30.6;29.8;29.2;948;948;948;949;949;0.95;1.32;1.67;1.77;1.25
0.1;0.1;0;0;0;0.1;41;34;28;22;21;23;24.9;27.2;30.5;31.2;949;949;948;948;948;0.03;0.17;0.82;0.95;1.32
0.1;0.1;0;0;0;0.1;52;52;50;49;47;19.3;19.4;19.6;20.3;21.1;950;950;950;950;950;0.42;0.38;0.08;0.02;0.02
4.7;3.5;0;0;0;0.1;52;53;53;53;54;22;20.5;19.4;19.1;19.1;951;950;950;950;950;2.07;1.42;2.22;1.63;0.92
4.6;1.9;0;0;0;1.9;40;43;43;47;52;26.6;25.6;25.5;23.9;22;950;951;951;951;951;2.08;1.3;1.72;2.2;2.07
0.6;0.6;0;0;0;0.6;28;27;26;27;35;27.9;28.5;29.8;30.4;28.6;949;949;949;950;950;1.63;2.8;2.85;2.78;2.72
0.1;0.1;0;0;0;0.1;34;32;30;28;27;24.9;25.7;26.8;27.9;28.5;949;949;949;949;949;1.18;1.15;1.88;1.63;2.8
4.5;1.5;0;0;0;0.2;51;45;39;36;34;19.7;21.2;22.7;23.3;24.1;949;949;949;949;949;0.35;0.3;0.98;0.87;0.97
0.4;0.2;0;0;0;0.1;29;33;39;42;53;27.5;25.7;22.9;21.5;19.3;949;950;950;949;949;1.67;1.02;1.2;1.03;0.12
0.1;0.1;0;0;0;0.1;49;47;45;41;37;20.9;21.8;22.3;23.3;24.7;947;948;947;947;947;1.53;1.67;1.03;0.8;1.08
0.1;0.1;0;0;0;0.1;52;61;71;72;69;20.1;18.7;16.9;16.4;16.5;948;948;948;948;947;3.4;3.1;1.75;1.65;1.47
0.1;0.1;0;0;0;0.1;55;52;49;45;43;18.5;19.2;20;20.8;21.6;948;947;947;947;947;1.05;1.47;2.63;3.12;3.5
0.1;0.1;0;0;0;0.1;36;40;45;45;44;24.4;23.4;22.3;21.9;22.6;947;947;948;948;948;2.5;2.28;2.77;2.67;2.13
9.6;5.4;1;3.6;5.4;3.5;25;23;23;24;28;27.7;29.2;29.2;28.5;27.7;946;946;947;947;947;0.5;1.38;1.85;1.82;1.58
0.1;0.1;0;0;0;0.1;56;53;51;48;43;16.2;17.1;18;18.9;20.1;947;947;947;947;947;0.15;0.08;0.08;0.07;0.1
0.1;0.1;0;0;0;0.1;57;58;56;56;53;15.7;15.4;15.8;16.2;17.1;947;947;947;947;947;0.1;0.02;0.03;0.15;0.08
0.1;0.1;0;0;0;0.1;40;49;51;55;57;22.8;19.9;18.7;17.2;16.5;949;948;948;948;947;1.05;0.85;0.35;0.18;0.08
0.1;0.1;0;0;0;0.1;58;55;38;34;33;19.7;20.1;23.2;24.3;24.8;948;948;948;948;948;1.25;2.43;3.07;2.28;1.57
0.2;0.1;0;0;0;0.1;68;67;67;68;60;17.5;17.6;17.4;17.6;19.2;948;948;948;948;948;1.02;1.25;0.57;0.88;1.52
0.1;0.1;0;0;0;0.1;76;77;76;75;78;16.4;15.9;16.1;16.5;16.3;947;947;947;947;948;0.72;0.5;1.2;1.17;0.88
1.4;1.1;0;0;0;1.1;76;75;76;77;76;16.3;16.4;16.4;15.9;16.1;947;947;947;947;947;0.65;0.82;0.72;0.5;1.2
0.5;0.1;0;0;0;0.1;89;88;81;65;61;14.9;14.6;15.4;17.3;17;948;948;948;948;948;1.4;0.85;1.95;2.12;1.78
0.1;0.1;0;0;0;0.1;92;93;93;90;86;12.4;11.9;14.1;14.8;15.5;947;947;946;946;946;1.03;1;1.17;0.68;1.08
0.1;0.1;0;0;0;0.1;96;95;93;92;92;12.2;12;12.1;12.2;12.4;947;947;947;947;947;0.18;0.02;0.12;0.68;1.03
0.1;0.1;0;0;0;0.1;90;92;95;96;96;13.7;13.1;12.6;12.3;12.3;947;947;947;946;946;0.67;0.78;0.45;0.22;0.08
0.1;0.1;0;0;0;0.1;57;47;37;32;33;14.8;17.2;20.5;23.1;22.8;953;953;952;952;953;0.08;0.07;0.5;0.63;1
0.1;0.1;0;0;0;0.1;83;79;78;75;67;8.9;9.7;10.5;11.6;13.1;953;953;953;953;953;0;0;0;0;0.05
1.8;1.6;0;0;0;1.6;41;37;29;24;24;17.1;18.6;22.1;25.3;25.4;949;949;949;949;949;0.53;0.52;0.82;0.88;0.62
0.1;0.1;0;0;0;0.1;35;35;35;47;50;14.4;15.1;16.1;14.9;14.7;950;950;950;950;950;1.4;1.48;1.5;0.6;0.23
1.1;1;0;0;0;1;46;41;37;35;35;11;12.1;13.6;14.4;15.1;950;950;950;950;950;0.38;0.73;0.98;1.4;1.48
0.1;0.1;0;0;0;0.1;50;53;49;50;46;10.5;9.1;10;10.1;11;951;951;950;950;950;0.53;0.2;0.48;0.62;0.38
0.1;0.1;0;0;0;0.1;27;32;37;42;48;24;22.7;21.6;19.8;18.1;950;950;950;951;951;0.68;0.85;0.8;0.8;0.93
10.3;6.6;1;1.3;1.3;0.4;49;34;26;27;32;15.5;20.2;24.1;24;22.7;950;950;950;950;950;0.17;0.17;0.37;0.68;0.85
0.1;0.1;0;0;0;0.1;57;55;52;48;50;11.2;11.4;12;12.7;12.4;951;951;951;951;951;1.23;1.32;1.12;1.03;0.45
14.2;12.9;1;10.4;1.929259;0.3;49;54;57;57;59;20;18.3;15.7;14.1;13;951;952;952;952;952;1.42;1.87;1.38;1.78;1.4
6.6;4.6;0;0;0;0.1;72;68;65;56;43;12;12.7;13.9;15.9;19.5;951;951;951;950;950;0.03;0.02;0.02;0.37;0.37
0.1;0.1;0;0;0;0.1;69;67;68;72;69;10.3;10.8;11.2;11.7;12;952;951;951;951;951;1;1.35;0.9;0.82;0.33
0.1;0.1;0;0;0;0.1;42;43;42;45;49;20.3;20.2;20.6;19.9;18.6;950;951;951;951;952;1.23;1.25;1.62;1.92;1.92
0.1;0.1;0;0;0;0.1;71;77;72;70;69;10.2;8.8;9.7;10.2;10.7;951;951;951;951;951;0.35;0.29;0.23;0.4;0.68
0.1;0.1;0;0;0;0.1;43;59;60;57;50;14.7;14.5;14.2;14.7;16.6;949;949;949;949;949;0.73;0.63;0.25;0.18;0.13
0.1;0.1;0;0;0;0.1;44;44;43;42;38;10.3;10.7;11.1;12;13.3;951;951;951;950;950;0.45;0.23;0.12;0.13;0.07
0.1;0.1;0;0;0;0.1;53;51;47;40;36;10.7;11.6;13;14.4;15.4;952;952;951;950;950;2.18;3.13;3.3;2.53;2.38
31.2;26;1;24.4;23.81;1.8;58;55;53;51;47;9.4;10;10.7;11.6;13;952;952;952;952;951;1.2;2.22;2.18;3.13;3.3
0.9;0.8;0;0;0;0.8;29;32;37;40;43;19.1;17.8;16.4;15.7;14.4;951;951;952;952;953;0.8;1.03;1;0.82;0.48
0.8;0.7;0;0;0;0.7;78;77;75;73;72;2.8;3.4;3.7;4.5;5.1;953;953;953;953;953;0;0.02;0;0;0
0.3;0.3;0;0;0;0.3;42;45;46;50;56;11.4;10.3;10.2;10.3;9.1;947;947;947;947;947;1.2;1.22;1.15;0.83;0.68
0.3;0.3;0;0;0;0.3;67;60;56;47;44;4.6;5.3;6.1;7.6;8.3;949;949;949;948;948;0.15;0.18;0.33;1.53;2.7
6.9;2.5;0;0;0;2.5;43;46;56;70;73;9.7;9.2;6.6;3;2;952;953;952;952;951;1.68;1.05;0.62;0.48;0.35
14.5;5.6;1;7;3.6;2.1;39;37;38;38;39;9.7;10.8;10.2;10.6;9.9;952;952;952;952;952;2.88;2.37;3.43;3.65;3.18
0.1;0.1;0;0;0;0.1;63;62;64;67;68;2.1;2.4;2.2;2.2;2.1;954;954;954;954;954;1.33;1.47;1.08;1.17;0.68
0.3;0.3;0;0;0;0.3;90;88;86;80;75;3.8;4.4;5.3;6.7;8.1;950;950;950;949;949;0;0;0.07;0.02;0.15
1.5;0.7;0;0;0;0.6;69;90;94;93;94;6.5;1.9;0.7;1.1;1.3;951;950;950;950;950;0;0;0;0;0.03
5;4.7;0;0;0;4.7;60;53;48;47;36;8.5;9.6;10.8;12;16.5;949;949;949;948;948;0.43;1.25;2.27;1.15;0.37
11;9.8;0;0;0;9.8;36;39;40;41;45;14.3;13.2;12.9;12.1;10.9;949;949;950;950;950;1.97;1.72;2.45;2.52;2.3
4.5;3.3;0;0;0;1.2;59;63;55;46;39;7.3;6.5;8.4;10.3;12.6;950;950;950;949;949;1.23;0.23;0.35;1.48;1.38
0.1;0.1;0;0;0;0.1;79;78;71;63;58;2.2;2.3;3.9;5.8;6.9;950;950;951;951;951;0.27;0.15;0.05;0.35;0.63
8;6.4;0;0;0;6.4;63;58;46;38;39;6.3;7.6;10.7;13.5;12.9;953;952;952;952;952;0.87;1.02;0.98;0.68;0.83
0.1;0.1;0;0;0;0.1;83;84;81;81;77;1.9;1.2;1.6;1.8;2.2;952;952;952;952;953;0.58;0.35;0.3;0.23;0.07
0.1;0.1;0;0;0;0.1;87;88;90;87;76;5.2;5;5.1;5.9;8.1;951;951;951;951;951;2.48;2.58;1.88;2.62;3.7
1.5;1;0;0;0;0.1;46;47;46;47;49;8.7;8.5;8.4;8.4;7.8;950;950;950;950;951;2.38;2.73;3.08;2.73;2.6
0.1;0.1;0;0;0;0.1;65;63;54;55;53;5.2;5.2;6.4;6.4;7.1;952;952;952;952;952;3.97;2.18;1.77;1.57;2.22
0.1;0.1;0;0;0;0.1;79;76;75;73;68;5;6.4;7.1;6.7;7.3;953;953;953;953;953;0.58;0.32;1.13;0.6;1.08
1.5;1.3;0;0;0;1.3;65;68;63;59;59;4.5;4.9;5.4;5.4;5.4;946;946;945;945;945;4;4.22;5.35;3.92;3.67
0.1;0.1;0;0;0;0.1;48;52;59;65;68;6.5;5.3;5;4.5;4.9;947;947;946;946;946;4.15;4.13;3.62;4;4.22
1.4;0.7;0;0;0;0.1;64;63;62;61;61;3.7;3.8;3.8;3.9;4.2;950;949;949;949;949;2.58;1.47;2.27;1.62;1.73
0.4;0.4;0;0;0;0.4;63;62;59;61;60;4.7;4.5;4.5;4;4.1;950;949;950;950;950;5.37;5.58;5.78;5.13;4.2
0.1;0.1;0;0;0;0.1;64;66;68;71;73;9.7;8.9;7.7;6.7;5.6;950;950;950;951;951;2.58;3.63;3.55;3.08;3.47
0.1;0.1;0;0;0;0.1;54;52;50;50;54;11.5;12.2;13.3;14.2;13.7;949;948;948;948;949;3.5;4.03;3.58;3.48;3.23
10.2;6.5;1;4.7;6.5;3.2;51;52;54;52;50;10;11;11.5;12.2;13.3;950;949;949;948;948;3.57;2.73;3.5;4.03;3.58
0.1;0.1;0;0;0;0.1;55;55;55;55;51;7.8;8;8.3;8.9;10;951;951;951;950;950;2.55;2.52;2.12;3.53;3.57
0.1;0.1;0;0;0;0.1;61;60;55;55;55;7.1;7.2;7.6;7.6;7.8;951;951;951;951;951;2.43;2.77;3.07;2.07;2.55
0.1;0.1;0;0;0;0.1;94;94;92;91;90;0.6;1;1.7;2.9;3.2;955;955;954;954;955;0.13;0.03;0.05;0.12;0.17
11.3;2.5;1;0.8;0.39;0.2;82;73;55;48;50;5.3;7.7;11.8;13.9;13;954;953;953;953;953;0.02;0.35;0.37;0.6;0.95
2;0.9;0;0;0;0.8;80;94;94;94;94;2.3;-1;-1.2;-1;-0.8;955;955;955;954;954;0.05;0;0;0;0.02
0.1;0.1;0;0;0;0.1;41;46;52;61;80;14.2;12;9;6.3;2.3;954;955;955;955;955;0.75;0.85;0.83;0.58;0.05
0.1;0.1;0;0;0;0.1;87;87;85;83;80;-0.6;-0.2;0.3;0.9;1.6;954;954;954;954;954;0.03;0;0;0.03;0.17
0.1;0.1;0;0;0;0.1;52;57;57;59;71;9.9;8.8;7.6;4.6;0.8;955;956;956;956;956;1.28;1.38;1.1;0.25;0.58
0.1;0.1;0;0;0;0.1;85;82;77;77;74;5.6;6.1;6.9;7;7.5;951;951;951;951;951;0.1;0.18;0.47;0.02;0.12
0.1;0.1;0;0;0;0.1;89;87;83;79;76;5.8;6.4;7.4;8.1;8.9;951;951;951;950;950;0.02;0.07;0.05;0.07;0.4
9.7;4.8;1;2.5;26.632223;0.1;91;93;94;93;96;4.6;4.6;4.1;4.2;3.7;951;951;951;950;951;0.62;0.28;0.325;0.37;0.13
0.1;0.1;0;0;0;0.1;73;74;74;75;80;10;9.7;9.3;8.6;7.4;949;950;951;951;951;1.12;1.07;1.2;0.9;0.6
0.1;0.1;0;0;0;0.1;87;85;79;73;74;8.7;9.1;9.7;10;9.7;949;949;949;949;950;0.25;0.1;0.58;1.12;1.07
0.1;0.1;0;0;0;0.1;95;95;95;95;93;7.6;7.8;7.9;7.7;7.9;949;949;949;949;949;0.7;0.58;0.45;0.12;0.47
0.1;0.1;0;0;0;0.1;97;97;96;96;95;7.6;7.5;7.4;7.4;7.3;946;946;947;947;947;0.53;0.45;0.38;0.15;0.23
14.4;3.6;1;4.1;2.4;3.1;79;79;81;80;78;7.3;7.4;7.1;7.6;7.8;951;951;951;950;951;0.65;1.27;0.75;0.97;1.8
2.9;1;0;0;0;0.6;49;49;50;53;58;14.6;15.4;15.3;14;12.6;951;951;951;951;952;1.8;2.18;1.32;1.6;2.65
2;1.2;0;0;0;1.2;61;59;57;54;53;8.9;9.6;10;10.6;11;952;952;952;952;952;1.05;2.12;1.88;2.88;4.68
0.1;0.1;0;0;0;0.1;79;76;69;61;59;4.1;4.6;6.7;8.9;9.6;953;953;953;952;952;0.28;0.28;0.43;1.05;2.12
0.1;0.1;0;0;0;0.1;86;88;88;85;83;1.5;1.4;1.3;2.3;2.9;953;953;953;953;953;0.13;0.4;0.1;0.13;0.4
0.5;0.3;0;0;0;0.1;61;79;86;88;88;8.4;3.7;1.5;1.4;1.3;954;954;953;953;953;0.2;0.13;0.13;0.4;0.1
0.1;0.1;0;0;0;0.1;42;44;46;48;51;15.5;14.6;14;12.8;12;953;953;953;953;954;0.47;0.78;0.92;0.6;0.42
1.6;1.1;0;0;0;1.1;77;73;71;62;59;4.6;5.8;6.1;7.9;8.7;955;955;955;955;954;0.28;0.9;0.27;0.48;1.32
0.2;0.1;0;0;0;0.1;88;83;78;77;73;1.2;2.4;4.3;4.6;5.8;955;955;955;955;955;0.32;0.07;0.33;0.28;0.9
0.1;0.1;0;0;0;0.1;91;89;88;88;83;-0.1;0.8;1.2;1.2;2.4;955;955;955;955;955;0.03;0.08;0.2;0.32;0.07
0.2;0.2;0;0;0;0.2;82;92;91;89;88;2.5;-0.4;-0.1;0.8;1.2;956;956;955;955;955;0.25;0.17;0.03;0.08;0.2
0.1;0.1;0;0;0;0.1;30;34;49;82;92;8.1;6.9;5.3;2.5;-0.4;956;957;956;956;956;2.42;2.48;2.12;0.25;0.17
5;2.2;0;0;0;1.5;53;42;27;26;27;4;6.7;11.7;12.7;12;956;955;955;955;955;0.03;0.08;0.45;0.82;1.07
0.1;0.1;0;0;0;0.1;69;68;70;73;73;-1.6;-1.5;-1.5;-1.9;-1.4;958;958;958;958;958;0.15;0.18;0.1;0.08;0
2.8;2.1;0;0;0;2.1;55;52;52;53;48;7.5;8.4;8.1;7.3;6.2;958;958;959;959;959;0.97;1.15;1.4;1.7;0.65
0.1;0.1;0;0;0;0.1;82;80;79;74;64;0;0.5;0.5;1.6;3.9;959;959;959;959;959;0.07;0;0;0;0.1
0.1;0.1;0;0;0;0.1;88;90;89;89;88;-3.4;-3.7;-3.4;-3.4;-2.6;959;959;959;959;959;0.08;0.03;0;0;0.07
0.1;0.1;0;0;0;0.1;70;70;67;68;68;-1.3;-1;0;0.4;0.6;957;957;957;957;957;0.15;0.07;0.125;0.18;0
6.3;1.5;0;0;0;0.2;48;45;45;49;53;7.4;8.3;8.5;7.7;6.6;955;955;955;955;956;0.97;0.85;0.82;0.62;0.57
0.1;0.1;0;0;0;0.1;89;89;89;89;88;-4.5;-4.2;-4.1;-3.8;-3.4;957;957;957;957;958;0;0;0;0;0.02
0.1;0.1;0;0;0;0.1;80;81;81;79;80;-4.8;-4.8;-4.5;-4;-4;957;957;957;957;957;0;0;0;0.05;0
0.1;0.1;0;0;0;0.1;44;51;65;77;78;7;3.7;0;-3.3;-3.7;956;957;956;956;956;0.27;0.25;0.05;0.05;0
14.3;5.2;1;6;3.55;1.7;69;79;85;85;79;3.1;1.2;-0.2;-0.5;0.8;955;955;955;955;954;0.73;0.37;0;0;0.05
1.3;0.4;0;0;0;0.4;51;50;49;49;55;6.3;6.4;6.9;6.8;6.7;955;955;955;955;955;1.03;1.12;0.93;1.1;1.45
0.7;0.5;0;0;0;0.5;78;75;73;69;65;-1.2;-0.5;0;0.9;2;957;957;957;957;957;0.07;0.03;0.1;0.28;0.23
0.2;0.2;0;0;0;0.2;34;37;40;50;60;10.7;8.9;7.1;4.5;1.7;957;957;958;957;957;0.93;0.95;0.72;0.65;0.33
0.1;0.1;0;0;0;0.1;28;29;31;32;34;15.1;14.4;13.2;12;10.7;955;955;956;956;957;0.53;0.8;1.1;0.73;0.93
0.1;0.1;0;0;0;0.1;33;35;38;44;51;14.9;13.7;13.1;10.4;7.8;956;956;957;957;957;0.98;0.87;0.7;0.55;0.58
0.1;0.1;0;0;0;0.1;17;16;14;13;17;18.2;17.3;15.8;14;11.9;955;956;956;957;957;1.65;1.87;1.13;1.2;1.47
2.3;0.8;0;0;0;0.3;16;17;17;16;14;19.6;19.3;18.2;17.3;15.8;955;955;955;956;956;1.48;1.67;1.65;1.87;1.13
0.1;0.1;0;0;0;0.1;43;51;55;48;50;5.3;3.5;2.3;2.8;3;954;954;954;954;954;0.78;0.53;0.57;0.55;0.32
0.1;0.1;0;0;0;0.1;19;19;21;22;22;18.6;17.8;15.7;15.4;14.7;951;951;951;952;953;0.68;0.68;0.93;1.08;1.12
0.2;0.1;0;0;0;0.1;79;77;77;80;81;7.7;7.7;7.4;6.7;6.4;950;950;951;951;951;1.23;1.48;1.62;1.02;1.23
1;0.8;0;0;0;0.8;76;78;78;79;79;7;7.1;7.2;7.4;7.7;951;951;951;950;950;0.7;0.8;1.13;1.43;1.23
0.1;0.1;0;0;0;0.1;65;67;75;79;79;8.1;7.5;5.9;5.1;5.1;953;953;952;952;952;0.62;0.77;0.67;0.4;0.77
0.1;0.1;0;0;0;0.1;68;64;58;51;47;6.9;7.8;9;10.7;11.9;955;955;955;954;954;0.02;0.17;0.13;1.07;1.87
0.5;0.4;0;0;0;0.4;37;31;29;31;35;12.4;13.9;15.4;16;15.9;952;952;952;952;953;1.37;2.28;3.1;3.33;2.8
0.1;0.1;0;0;0;0.1;47;51;63;77;81;11.8;10.8;9.5;7.5;6.3;952;952;953;952;952;2.82;2.2;1.58;1.58;1.77
0.5;0.4;0;0;0;0.4;91;90;90;87;82;6;6.4;6;6.1;6.3;946;946;947;947;948;1.17;1.12;0.82;0.52;1
0.3;0.3;0;0;0;0.3;68;66;63;58;51;6;6.8;7.3;8.1;9.6;950;950;950;949;949;0.58;1.07;1.9;1.6;3.07
1.5;1.1;0;0;0;0.3;71;69;68;66;63;4.8;5.5;6;6.8;7.3;951;950;950;950;950;0.58;0.38;0.58;1.07;1.9
2.8;2.4;0;0;0;0.2;84;79;77;77;71;1.8;2.8;3.2;3.6;4.8;950;951;951;951;951;0.27;0.27;0.6;0.45;0.58
0.1;0.1;0;0;0;0.1;51;51;55;57;64;10.5;10.9;10;9.5;7.2;950;951;951;952;952;2.15;1.97;1.1;1.13;0.85
1.4;1.4;0;0;0;1.4;77;75;72;69;67;5.5;5.8;6.2;6.8;7;950;950;950;950;950;0.68;0.9;0.85;0.52;0.2
0.5;0.2;0;0;0;0.2;50;53;54;61;71;12.2;11.7;12.3;10.6;8;949;950;950;951;951;3.43;2.33;1.58;0.77;0.78
0.1;0.1;0;0;0;0.1;86;89;86;84;80;5.3;5;5.7;7;8.3;946;946;946;946;945;2.57;2.02;2.85;2.35;2.3
3;1.8;0;0;0;0.5;40;38;40;34;34;12.1;12.3;11.7;11.3;10.7;946;946;946;946;947;1.77;2.43;2.72;2.4;1.65
0.1;0.1;0;0;0;0.1;60;60;59;58;57;11.5;11.4;11.2;11.1;11.1;948;948;948;947;947;2;1.72;1.82;1.88;2.38
5;1.1;0;0;0;0.3;47;48;52;53;57;13.4;12.6;11.3;11;10.4;947;947;948;948;948;1.8;1.45;1.42;1.43;0.6
0.6;0.4;0;0;0;0.4;63;64;65;67;67;8.4;8.6;8.8;8.9;9.2;949;949;949;949;949;3.58;4.45;3.48;3.57;4.13
0.7;0.5;0;0;0;0.5;59;60;62;59;61;8.4;8.2;8.1;8.5;8.5;952;951;950;950;949;3.38;4.17;4.6;4.58;4.23
0.1;0.1;0;0;0;0.1;69;68;64;62;62;5.3;5.6;6.2;6.7;6.7;953;953;953;953;953;1.57;1.2;1.37;1.88;1.72
0.6;0.4;0;0;0;0.2;70;70;69;68;64;5.3;5.3;5.3;5.6;6.2;953;953;953;953;953;2.22;2.05;1.57;1.2;1.37
3.2;1.5;0;0;0;0.3;59;62;65;67;70;8.8;7.7;6.8;6;5.3;954;954;954;953;953;2.35;2.6;2.07;1.83;2.22
0.3;0.2;0;0;0;0.2;48;47;46;54;57;11.9;12.6;13;11.4;10.2;953;953;953;953;954;1.65;1.85;1.52;1.5;2.27
0.8;0.4;0;0;0;0.3;74;72;69;67;64;5.8;6.3;6.9;7.5;8.2;953;953;953;954;954;0.38;0.63;0.73;1.33;0.75
0.1;0.1;0;0;0;0.1;89;91;88;81;86;6.6;6.4;6.8;7.2;6.2;950;950;950;951;951;1.6;2;1.92;1.73;1.45
1.9;0.9;0;0;0;0.9;70;66;67;74;81;8.1;9.2;9.8;9.1;8.8;951;951;951;951;951;3.33;3.98;4.05;3.82;2.95
0.1;0.1;0;0;0;0.1;72;71;72;73;71;5.7;6.1;6.1;6.4;7.1;952;953;952;952;952;1.5;1.45;2.2;2.42;2.93
0.2;0.2;0;0;0;0.2;81;77;72;71;72;4.7;5;5.7;6.1;6.1;952;952;952;953;952;1.53;1.3;1.5;1.45;2.2
0.1;0.1;0;0;0;0.1;69;71;74;74;75;6.2;5.6;5.2;5.5;5.3;951;951;951;951;951;2.18;2.1;1.92;1.32;1.45
